,match_id,date_string,home_team_id,away_team_id,half_time_score,full_time_score,home_team_rating,home_accurate_pass,home_total_pass,home_blocked_scoring_att,home_ontarget_scoring_att,home_shot_off_target,home_won_corners,home_penalty_save,home_total_tackle,home_fk_foul_lost,home_total_throws,home_possession_percentage,away_team_rating,away_accurate_pass,away_total_pass,away_blocked_scoring_att,away_ontarget_scoring_att,away_shot_off_target,away_won_corners,away_penalty_save,away_total_tackle,away_fk_foul_lost,away_total_throws,away_possession_percentage,half_time_score_home,half_time_score_away,full_time_score_home,full_time_score_away,result_home
0,1080628,2016-11-26 15:00:00,259,162,1 : 1,5 : 4,6.95357142857143,293,371,2,9,7,10,0,18,12,17,56.5,6.74357142857143,203,289,4,4,4,6,0,15,24,22,43.5,1,1,5,4,1.0
0,1080665,2016-11-26 15:00:00,214,175,0 : 1,1 : 1,6.51714285714286,388,480,2,4,4,2,0,10,7,13,53.3,6.75857142857143,314,405,2,2,7,6,0,12,10,20,46.7,0,1,1,1,0.0
0,1080622,2016-11-26 15:00:00,26,16,0 : 0,2 : 0,7.13428571428572,608,702,7,7,13,9,0,19,5,16,77.3,6.55538461538462,125,205,4,1,1,4,0,21,9,14,22.7,0,0,2,0,1.0
0,1080662,2016-11-26 17:30:00,15,30,1 : 1,2 : 1,6.91785714285714,296,386,1,5,3,3,0,23,13,21,45.9,6.66142857142857,371,459,1,6,5,8,0,22,16,23,54.1,1,1,2,1,1.0
0,1080630,2016-11-27 12:00:00,27,96,0 : 1,0 : 1,6.405,250,356,1,2,8,3,0,18,24,23,49.8,7.09416666666667,273,371,6,1,7,3,0,17,14,13,50.2,0,1,0,1,2.0
0,1080656,2016-11-27 14:15:00,13,183,1 : 1,3 : 1,7.11357142857143,382,466,6,3,7,3,0,24,12,22,51.5,6.41714285714286,337,432,1,3,5,10,0,17,13,27,48.5,1,1,3,1,1.0
0,1080626,2016-11-27 16:30:00,18,31,1 : 0,1 : 0,7.195,365,461,3,7,7,5,0,22,11,18,52.9,6.69285714285714,323,415,1,1,11,2,0,23,15,31,47.1,1,0,1,0,1.0
0,1080624,2016-11-27 16:30:00,32,29,1 : 1,1 : 1,6.92214285714286,540,611,2,8,7,8,0,16,16,25,68.4,6.79928571428571,191,278,0,2,4,4,0,16,16,18,31.6,1,1,1,1,0.0
0,1080640,2016-12-03 12:30:00,167,15,1 : 0,1 : 3,6.24142857142857,456,541,2,5,7,9,0,11,14,22,60.7,7.16785714285714,270,364,1,4,5,2,0,18,9,21,39.3,1,0,1,3,2.0
0,1080646,2016-12-03 15:00:00,96,184,2 : 0,2 : 0,7.305,349,448,3,4,3,4,0,17,7,21,55.9,6.50571428571428,246,339,5,4,5,9,0,17,13,27,44.1,2,0,2,0,1.0
0,1080634,2016-12-03 15:00:00,162,18,2 : 0,3 : 0,7.18571428571429,246,338,2,4,3,4,0,22,11,27,41.6,6.49714285714286,360,458,4,3,10,9,0,34,13,18,58.4,2,0,3,0,1.0
0,1080652,2016-12-03 15:00:00,30,259,2 : 0,5 : 0,7.76928571428571,491,575,6,15,7,5,0,16,11,25,60.0,6.04071428571429,276,379,1,0,0,0,0,23,17,22,40.0,2,0,5,0,1.0
0,1080649,2016-12-03 15:00:00,16,14,0 : 0,2 : 1,7.03714285714286,323,415,6,6,10,3,0,13,8,22,53.5,6.58642857142857,259,358,7,5,5,4,0,14,12,26,46.5,0,0,2,1,1.0
0,1080655,2016-12-03 15:00:00,175,27,2 : 0,3 : 1,7.18214285714286,185,298,0,3,8,3,0,11,12,21,40.3,6.24923076923077,343,442,7,5,5,4,0,11,8,27,59.7,2,0,3,1,1.0
0,1080658,2016-12-03 17:30:00,29,13,0 : 1,1 : 5,6.185,393,491,2,3,5,3,0,12,10,20,50.5,7.46714285714286,384,483,3,10,6,2,0,17,11,24,49.5,0,1,1,5,2.0
0,1080632,2016-12-04 13:30:00,183,26,0 : 2,4 : 3,6.78928571428571,301,376,2,8,2,4,0,20,9,18,39.8,6.7875,474,563,2,3,5,9,0,19,17,21,60.2,0,2,4,3,1.0
0,1080637,2016-12-04 16:00:00,31,32,0 : 1,1 : 1,6.645,258,380,3,6,4,6,0,18,13,24,45.5,7.02923076923077,347,464,4,2,4,3,0,24,11,28,54.5,0,1,1,1,0.0
0,1080643,2016-12-05 20:00:00,21,214,0 : 0,1 : 0,7.12153846153846,524,601,7,4,5,13,0,20,6,10,60.7,6.44642857142857,300,395,1,2,3,7,0,17,10,19,39.3,0,0,1,0,1.0
0,1080709,2016-12-10 12:30:00,27,31,1 : 1,3 : 2,7.04428571428571,262,357,1,6,4,2,0,16,11,25,47.3,6.70428571428572,287,400,3,4,4,4,0,22,16,25,52.7,1,1,3,2,1.0
0,1080677,2016-12-10 15:00:00,184,183,2 : 1,3 : 2,6.92785714285714,139,242,2,7,6,4,0,12,14,20,30.6,6.76857142857143,447,545,6,4,8,11,0,7,18,28,69.4,2,1,3,2,1.0
0,1080705,2016-12-10 15:00:00,259,16,0 : 0,3 : 0,7.43076923076923,389,477,2,5,7,7,0,20,10,27,61.7,6.26,211,301,5,2,4,4,0,16,8,24,38.3,0,0,3,0,1.0
0,1080685,2016-12-10 15:00:00,214,162,1 : 0,3 : 3,6.88333333333333,352,448,2,6,7,4,0,20,16,25,56.9,6.59714285714286,247,340,3,6,6,7,0,7,14,12,43.1,1,0,3,3,0.0
0,1080673,2016-12-10 15:00:00,13,96,1 : 1,3 : 1,7.08857142857143,463,539,8,6,7,7,0,14,9,25,64.4,6.47642857142857,212,288,2,5,5,7,0,15,6,17,35.6,1,1,3,1,1.0
0,1080689,2016-12-10 17:30:00,14,167,3 : 0,4 : 2,7.095,122,205,1,6,4,3,0,14,10,12,22.1,6.82071428571429,633,699,7,4,8,11,0,7,7,21,77.9,3,0,4,2,1.0
0,1080681,2016-12-11 12:00:00,15,175,0 : 0,1 : 0,6.92642857142857,488,577,2,2,8,3,0,14,6,26,66.9,6.33642857142857,183,283,0,1,5,1,0,26,10,30,33.1,0,0,1,0,1.0
0,1080701,2016-12-11 14:15:00,18,21,0 : 0,1 : 0,6.96428571428572,396,510,5,3,6,4,0,11,14,30,55.1,6.66833333333333,314,418,3,2,1,2,0,23,12,20,44.9,0,0,1,0,1.0
0,1080697,2016-12-11 14:15:00,32,30,1 : 0,1 : 0,7.13571428571429,198,288,5,5,4,3,0,21,19,23,40.2,6.67571428571429,333,429,4,4,4,8,0,22,17,31,59.8,1,0,1,0,1.0
0,1080693,2016-12-11 16:30:00,26,29,1 : 2,2 : 2,6.735,516,611,9,3,7,11,0,10,7,24,67.1,6.77615384615385,195,303,1,3,4,4,0,11,8,23,32.9,1,2,2,2,0.0
0,1080713,2016-12-13 19:45:00,183,14,1 : 0,1 : 0,7.08571428571429,447,535,3,3,3,4,0,19,5,26,62.9,6.55214285714286,208,306,4,4,4,11,0,17,15,28,37.1,1,0,1,0,1.0
0,1080737,2016-12-13 19:45:00,31,13,1 : 1,2 : 1,6.89357142857143,250,358,5,4,5,8,0,23,10,28,41.5,6.47571428571429,420,530,0,3,6,3,0,19,10,22,58.5,1,1,2,1,1.0
0,1080717,2016-12-14 19:45:00,21,26,0 : 1,0 : 3,6.36,314,393,4,3,1,5,0,19,11,19,37.1,7.43928571428572,598,679,7,4,4,2,0,19,14,17,62.9,0,1,0,3,2.0
0,1080725,2016-12-14 19:45:00,29,184,1 : 0,1 : 0,7.06571428571429,352,440,3,7,10,6,0,7,12,16,58.4,6.41230769230769,197,312,2,2,4,1,1,11,15,22,41.6,1,0,1,0,1.0
0,1080721,2016-12-14 19:45:00,16,15,0 : 1,0 : 1,6.58714285714286,232,314,1,3,4,5,0,14,15,12,33.9,7.13214285714286,536,619,3,6,10,5,0,16,10,23,66.1,0,1,0,1,2.0
0,1080743,2016-12-14 20:00:00,96,18,0 : 0,0 : 0,6.77230769230769,140,227,1,3,1,3,0,16,9,19,28.3,6.74071428571429,492,560,4,4,7,11,0,19,10,23,71.7,0,0,0,0,0.0
0,1080740,2016-12-14 20:00:00,167,27,1 : 0,2 : 0,7.305,405,501,2,7,4,5,0,20,16,20,63.4,6.36714285714286,202,287,0,2,3,2,0,11,20,26,36.6,1,0,2,0,1.0
0,1080729,2016-12-14 20:00:00,162,32,0 : 1,1 : 2,6.63214285714286,301,400,0,3,3,1,0,19,16,15,39.1,7.02714285714286,529,625,3,6,7,8,0,23,10,19,60.9,0,1,1,2,2.0
0,1080733,2016-12-14 20:00:00,175,259,0 : 0,3 : 1,7.27214285714286,255,350,4,4,5,0,0,18,8,22,39.5,6.37428571428571,422,520,3,4,2,11,0,25,8,25,60.5,0,0,3,1,1.0
0,1080746,2016-12-14 20:00:00,30,214,1 : 0,3 : 0,7.035,588,670,12,9,6,5,0,6,6,14,63.4,6.45785714285714,277,383,4,5,1,5,0,15,14,15,36.6,1,0,3,0,1.0
0,1080752,2016-12-17 12:30:00,162,15,0 : 1,0 : 1,6.40357142857143,370,476,0,2,4,5,0,12,12,23,53.5,7.115,322,418,4,6,3,3,0,23,15,21,46.5,0,1,0,1,2.0
0,1080761,2016-12-17 15:00:00,21,259,2 : 0,3 : 0,7.48857142857143,306,409,1,4,5,3,0,17,10,17,43.1,6.19714285714286,420,523,6,2,6,8,0,17,11,31,56.9,2,0,3,0,1.0
0,1080654,2016-12-17 15:00:00,29,214,0 : 0,1 : 0,7.13428571428572,344,419,9,6,4,10,0,7,13,15,56.3,6.725,219,322,3,5,8,6,0,20,9,19,43.7,0,0,1,0,1.0
0,1080642,2016-12-17 15:00:00,96,14,2 : 0,2 : 2,6.80076923076923,490,573,5,7,4,9,0,9,9,28,64.9,6.735,227,311,3,8,3,9,0,16,12,19,35.1,2,0,2,2,0.0
0,1080645,2016-12-17 15:00:00,16,27,0 : 0,1 : 0,7.14714285714286,187,275,6,2,3,4,0,17,10,18,42.6,6.51714285714286,264,364,2,4,4,11,0,13,9,32,57.4,0,0,1,0,1.0
0,1080651,2016-12-17 17:30:00,175,32,0 : 1,0 : 2,6.37214285714286,305,401,3,1,6,2,0,13,9,23,42.1,7.16571428571429,474,574,1,5,4,3,0,15,13,20,57.9,0,1,0,2,2.0
0,1080749,2016-12-18 13:30:00,183,18,1 : 1,1 : 3,6.65928571428571,368,454,3,5,2,7,0,21,6,26,46.9,7.11214285714286,424,519,2,8,4,4,0,25,12,21,53.1,1,1,1,3,2.0
0,1080648,2016-12-18 16:00:00,30,184,1 : 1,2 : 1,7.27571428571429,401,482,9,9,12,11,0,16,10,26,60.2,6.61642857142857,202,325,2,2,1,2,0,22,11,16,39.8,1,1,2,1,1.0
0,1080758,2016-12-18 16:00:00,167,13,0 : 1,2 : 1,6.88285714285714,502,594,2,5,7,8,0,19,9,26,60.6,6.51928571428572,288,388,0,1,5,1,0,15,13,18,39.4,0,1,2,1,1.0
0,1080755,2016-12-19 20:00:00,31,26,0 : 0,0 : 1,6.66571428571429,180,285,2,1,3,1,0,16,13,23,32.3,6.97428571428571,500,607,2,4,5,6,0,20,9,34,67.7,0,0,0,1,2.0
0,1080688,2016-12-26 12:30:00,27,162,0 : 1,1 : 1,6.59857142857143,235,355,2,3,4,7,1,14,18,29,56.1,6.83307692307692,174,292,1,4,5,3,0,21,17,22,43.9,0,1,1,1,0.0
0,1080657,2016-12-26 15:00:00,13,175,0 : 0,1 : 0,7.18571428571429,731,813,7,11,8,6,0,15,12,15,75.6,6.81692307692308,171,246,1,1,1,5,0,16,7,12,24.4,0,0,1,0,1.0
0,1080676,2016-12-26 15:00:00,32,16,1 : 0,3 : 1,7.21,537,607,6,9,11,6,0,8,6,14,62.2,6.33076923076923,276,365,3,4,2,5,0,11,9,12,37.8,1,0,3,1,1.0
0,1080669,2016-12-26 15:00:00,14,31,0 : 0,0 : 2,6.26142857142857,266,393,2,2,3,3,0,19,14,19,42.0,7.145,407,549,0,3,5,4,0,14,7,24,58.0,0,0,0,2,2.0
0,1080663,2016-12-26 15:00:00,15,183,1 : 0,3 : 0,7.4,400,474,3,4,7,5,0,12,13,14,44.4,6.04,509,591,3,3,1,5,0,10,14,14,55.6,1,0,3,0,1.0
0,1080684,2016-12-26 15:00:00,259,29,0 : 1,1 : 4,6.28285714285714,427,515,1,7,6,8,0,17,10,23,56.2,7.45142857142857,318,408,3,7,4,4,0,20,12,18,43.8,0,1,1,4,2.0
0,1080660,2016-12-26 15:00:00,184,21,0 : 0,1 : 0,6.77642857142857,190,321,0,4,2,7,0,10,17,26,45.6,6.56615384615384,275,396,2,2,4,3,0,11,18,25,54.4,0,0,1,0,1.0
0,1080666,2016-12-26 17:15:00,214,167,0 : 0,0 : 3,6.22785714285714,228,320,2,3,5,4,0,14,11,12,32.7,7.20857142857143,590,683,4,6,6,7,0,14,14,12,67.3,0,0,0,3,2.0
0,1080672,2016-12-27 17:15:00,26,96,2 : 1,4 : 1,7.07928571428572,515,625,8,6,6,8,0,26,9,31,63.8,6.46642857142857,256,352,2,2,2,2,0,25,6,22,36.2,2,1,4,1,1.0
0,1080680,2016-12-28 19:45:00,18,30,1 : 1,1 : 4,6.19,221,319,4,2,3,2,0,28,7,20,34.3,7.07,521,622,5,5,7,10,0,29,16,23,65.7,1,1,1,4,2.0
0,1080704,2016-12-30 20:00:00,214,31,1 : 1,2 : 2,6.96769230769231,289,405,4,4,5,5,0,22,10,18,43.4,6.98357142857143,425,525,6,7,7,5,0,23,13,15,56.6,1,1,2,2,0.0
0,1080696,2016-12-31 15:00:00,184,16,1 : 0,4 : 1,7.09285714285714,233,344,2,6,8,6,0,21,10,25,45.8,6.44571428571429,314,418,3,3,5,2,0,12,9,25,54.2,1,0,4,1,1.0
0,1080708,2016-12-31 15:00:00,14,29,1 : 0,1 : 0,7.08214285714286,205,311,2,4,6,7,0,15,11,14,39.7,6.63214285714286,368,481,9,5,10,7,0,10,8,25,60.3,1,0,1,0,1.0
0,1080700,2016-12-31 15:00:00,15,96,1 : 0,4 : 2,7.02,401,473,3,7,8,8,0,12,12,23,59.6,6.39615384615385,242,322,0,2,3,3,0,17,10,16,40.4,1,0,4,2,1.0
0,1080716,2016-12-31 15:00:00,32,21,0 : 0,2 : 1,7.24428571428572,532,610,8,12,12,12,0,7,9,15,65.5,6.81,241,332,3,2,4,2,0,12,14,14,34.5,0,0,2,1,1.0
0,1080720,2016-12-31 15:00:00,18,175,1 : 1,1 : 2,6.53714285714286,475,572,2,1,7,8,0,22,13,20,67.8,6.86214285714286,175,278,1,3,3,3,0,22,17,24,32.2,1,1,1,2,2.0
0,1080724,2016-12-31 15:00:00,259,183,0 : 2,0 : 3,6.21571428571429,370,451,4,5,5,4,0,14,14,20,45.1,7.43071428571429,483,571,0,6,5,3,0,16,9,14,54.9,0,2,0,3,2.0
0,1080712,2016-12-31 17:30:00,26,167,1 : 0,1 : 0,6.95769230769231,306,437,1,1,3,4,0,23,12,33,43.0,6.68230769230769,461,575,3,2,4,6,0,23,12,25,57.0,1,0,1,0,1.0
0,1080728,2017-01-01 13:30:00,27,30,0 : 3,1 : 4,5.99285714285714,190,293,3,2,1,0,0,19,11,22,33.8,7.26357142857143,480,578,2,6,11,3,0,22,6,32,66.2,0,3,1,4,2.0
0,1080692,2017-01-01 16:00:00,13,162,1 : 0,2 : 0,7.39785714285714,541,637,10,7,5,8,0,25,9,20,64.1,6.64428571428572,258,351,1,4,2,4,0,20,7,9,35.9,1,0,2,0,1.0
0,1080675,2017-01-02 12:30:00,21,14,0 : 0,0 : 0,6.86142857142857,431,530,3,1,5,2,0,18,10,21,62.4,6.83857142857143,219,331,2,4,4,2,0,22,9,31,37.6,0,0,0,0,0.0
0,1080683,2017-01-02 15:00:00,16,26,1 : 1,2 : 2,6.83923076923077,199,290,5,5,0,2,0,21,10,14,29.3,6.87642857142857,605,698,3,15,3,5,0,9,10,25,70.7,1,1,2,2,0.0
0,1080691,2017-01-02 15:00:00,175,214,0 : 1,3 : 1,7.19,269,346,3,5,0,7,0,18,5,14,41.0,6.73461538461538,440,516,2,6,9,9,0,14,4,17,59.0,0,1,3,1,1.0
0,1080671,2017-01-02 15:00:00,167,184,0 : 0,2 : 1,6.80428571428571,359,450,7,3,4,8,0,9,11,19,55.0,6.46642857142857,247,357,2,3,6,8,0,15,11,24,45.0,0,0,2,1,1.0
0,1080668,2017-01-02 15:00:00,31,18,0 : 0,3 : 0,7.41714285714286,367,487,6,6,5,10,0,23,5,23,54.0,6.33,297,403,3,3,6,8,0,24,14,25,46.0,0,0,3,0,1.0
0,1080695,2017-01-02 17:15:00,29,32,0 : 0,0 : 2,6.275,309,396,1,2,5,2,0,13,9,18,36.2,7.18142857142857,642,713,2,6,5,1,0,18,13,12,63.8,0,0,0,2,2.0
0,1080732,2017-01-03 19:45:00,183,13,2 : 0,3 : 3,6.79714285714286,275,376,2,6,5,4,0,12,10,15,39.6,6.73285714285714,469,571,5,4,5,7,0,17,12,21,60.4,2,0,3,3,0.0
0,1080736,2017-01-03 20:00:00,162,259,0 : 1,1 : 2,6.41571428571429,315,411,2,3,2,4,0,17,13,32,47.1,7.015,377,477,2,4,5,5,0,12,14,30,52.9,0,1,1,2,2.0
0,1080679,2017-01-03 20:00:00,96,27,1 : 0,2 : 0,7.35307692307692,296,399,4,5,7,7,0,7,10,31,54.0,6.28,237,352,3,2,4,6,0,16,15,27,46.0,1,0,2,0,1.0
0,1080687,2017-01-04 20:00:00,30,15,1 : 0,2 : 0,7.13857142857143,334,440,1,2,6,1,0,24,9,30,45.5,6.33214285714286,429,526,3,2,6,6,0,19,8,24,54.5,1,0,2,0,1.0
0,1080727,2017-01-14 12:30:00,30,175,2 : 0,4 : 0,7.53071428571428,588,670,3,11,7,8,0,22,11,26,72.9,5.905,162,248,1,0,2,0,0,13,12,24,27.1,2,0,4,0,1.0
0,1080735,2017-01-14 15:00:00,29,162,0 : 0,3 : 0,7.42285714285714,254,342,4,3,7,2,0,19,10,28,44.1,6.07857142857143,356,438,3,1,6,2,0,17,14,24,55.9,0,0,3,0,1.0
0,1080723,2017-01-14 15:00:00,259,13,0 : 1,0 : 4,6.025,373,446,3,3,6,3,0,12,12,21,43.2,7.34428571428571,507,605,6,6,2,2,0,17,8,18,56.8,0,1,0,4,2.0
0,1080699,2017-01-14 15:00:00,184,18,0 : 0,1 : 0,6.99571428571429,179,292,2,3,4,2,0,12,14,27,40.9,6.77461538461538,317,405,8,5,7,7,0,13,14,23,59.1,0,0,1,0,1.0
0,1080719,2017-01-14 15:00:00,16,96,1 : 3,1 : 3,6.32818181818182,341,438,6,3,4,5,0,17,16,38,51.2,7.33846153846154,321,424,5,6,3,2,0,13,11,16,48.8,1,3,1,3,2.0
0,1080731,2017-01-14 15:00:00,27,21,0 : 0,0 : 0,6.77642857142857,250,355,1,5,6,3,0,8,15,33,46.0,7.0375,325,431,0,1,4,1,0,18,15,24,54.0,0,0,0,0,0.0
0,1080707,2017-01-14 15:00:00,214,183,1 : 1,3 : 1,7.02142857142857,274,356,2,3,9,4,0,13,13,15,39.2,6.37714285714286,469,572,1,6,1,5,0,8,11,24,60.8,1,1,3,1,1.0
0,1080711,2017-01-14 17:30:00,14,15,0 : 1,0 : 3,6.08714285714286,232,341,0,2,5,3,0,13,8,30,35.2,7.28857142857143,543,640,3,3,2,5,0,6,9,31,64.8,0,1,0,3,2.0
0,1080703,2017-01-15 13:30:00,31,167,1 : 0,4 : 0,7.48214285714286,183,270,1,4,1,3,0,21,17,15,29.2,6.19833333333333,593,672,4,5,4,6,0,12,7,19,70.8,1,0,4,0,1.0
0,1080715,2017-01-15 16:00:00,32,26,0 : 1,1 : 1,6.85071428571428,373,487,1,3,5,5,0,25,17,33,55.9,6.94416666666667,279,389,7,4,2,7,0,28,13,19,44.1,0,1,1,1,0.0
0,1080751,2017-01-21 12:30:00,26,259,0 : 0,2 : 3,6.67428571428572,683,785,4,5,7,6,0,30,7,22,73.6,6.97285714285714,215,288,1,3,2,3,0,11,7,25,26.4,0,0,2,3,2.0
0,1080748,2017-01-21 15:00:00,162,31,0 : 0,0 : 1,6.71857142857143,272,371,4,2,2,8,0,18,10,16,44.0,7.12071428571428,379,476,3,8,6,7,0,14,15,22,56.0,0,0,0,1,2.0
0,1080757,2017-01-21 15:00:00,21,29,1 : 2,1 : 3,6.52846153846154,426,529,4,2,5,7,0,19,7,23,61.5,7.12642857142857,255,338,3,5,5,5,0,18,14,17,38.5,1,2,1,3,2.0
0,1080763,2017-01-21 15:00:00,96,32,1 : 0,1 : 1,6.655,235,331,2,1,3,1,0,16,13,17,34.9,6.83642857142857,499,591,9,8,8,7,0,14,12,31,65.1,1,0,1,1,0.0
0,1080765,2017-01-21 15:00:00,175,16,2 : 0,2 : 0,7.16428571428571,267,355,4,5,5,1,0,18,15,25,44.4,6.37076923076923,360,451,4,3,2,4,0,17,12,19,55.6,2,0,2,0,1.0
0,1080742,2017-01-21 15:00:00,183,27,0 : 1,2 : 2,6.73428571428572,415,526,4,5,6,9,0,9,6,35,62.9,6.77428571428571,200,319,5,3,2,4,0,10,16,15,37.1,0,1,2,2,0.0
0,1080754,2017-01-21 17:30:00,167,30,0 : 0,2 : 2,6.78714285714286,361,473,1,7,9,5,0,22,10,26,54.6,6.59214285714286,287,399,1,2,3,4,0,19,7,40,45.4,0,0,2,2,0.0
0,1080760,2017-01-22 12:00:00,18,14,2 : 0,3 : 0,7.26714285714286,362,500,3,7,10,7,0,12,8,22,60.1,6.42846153846154,200,337,2,2,7,2,0,17,10,27,39.9,2,0,3,0,1.0
0,1080739,2017-01-22 14:15:00,13,184,0 : 0,2 : 1,7.05857142857143,502,578,9,8,7,10,0,11,12,23,69.8,6.69714285714286,158,237,3,7,3,4,0,26,11,10,30.2,0,0,2,1,1.0
0,1080745,2017-01-22 16:30:00,15,214,1 : 0,2 : 0,7.08,469,559,3,5,1,9,0,10,12,16,52.8,6.56928571428571,426,512,1,4,4,7,0,19,10,18,47.2,1,0,2,0,1.0
0,1080767,2017-01-31 19:45:00,13,27,0 : 2,1 : 2,6.69642857142857,503,598,7,5,8,9,0,20,12,26,73.5,7.185,125,207,2,6,2,5,0,24,15,20,26.5,0,2,1,2,2.0
0,1080772,2017-01-31 19:45:00,21,175,1 : 1,1 : 1,6.84307692307692,384,482,5,3,3,4,0,22,12,26,61.7,6.78615384615385,201,288,5,5,5,3,0,15,13,45,38.3,1,1,1,1,0.0
0,1080773,2017-01-31 19:45:00,16,30,0 : 0,0 : 0,6.98083333333333,140,226,2,1,0,2,0,24,9,15,28.4,6.63857142857143,468,557,7,3,4,12,0,11,13,41,71.6,0,0,0,0,0.0
0,1080771,2017-01-31 19:45:00,184,14,0 : 0,1 : 0,7.15214285714286,286,422,9,3,12,10,0,16,4,40,59.9,6.64615384615385,160,286,5,5,3,2,0,12,8,25,40.1,0,0,1,0,1.0
0,1080774,2017-01-31 19:45:00,259,18,1 : 0,2 : 1,6.86,340,421,3,5,4,5,0,15,10,22,43.1,6.55071428571429,469,553,3,2,5,4,0,18,19,15,56.9,1,0,2,1,1.0
0,1080769,2017-01-31 19:45:00,183,162,0 : 0,0 : 2,6.37214285714286,377,453,3,2,5,2,0,14,14,31,65.1,7.13285714285714,154,233,1,4,6,3,0,17,23,22,34.9,0,0,0,2,2.0
0,1080661,2017-01-31 20:00:00,26,15,0 : 1,1 : 1,6.53076923076923,507,638,2,3,2,3,1,15,13,34,62.4,6.77642857142857,267,386,2,2,4,3,0,23,8,28,37.6,0,1,1,1,0.0
0,1080775,2017-02-01 19:45:00,29,167,0 : 3,0 : 4,6.01071428571429,211,281,4,1,1,2,0,13,11,15,29.7,7.32714285714286,591,673,2,4,5,4,0,13,14,21,70.3,0,3,0,4,2.0
0,1080664,2017-02-01 20:00:00,96,31,1 : 1,1 : 1,6.90923076923077,329,422,2,7,5,5,0,14,21,19,47.1,6.7,383,485,3,5,7,5,0,8,12,20,52.9,1,1,1,1,0.0
0,1080776,2017-02-01 20:00:00,32,214,0 : 0,0 : 0,6.95785714285714,538,634,6,6,4,7,0,18,20,33,67.1,6.96357142857143,228,314,0,2,4,1,0,16,16,14,32.9,0,0,0,0,0.0
0,1080667,2017-02-04 12:30:00,15,13,1 : 0,3 : 1,7.17857142857143,326,410,2,6,5,10,0,19,14,21,41.7,6.51214285714286,472,561,2,5,2,13,0,25,8,17,58.3,1,0,3,1,1.0
0,1080698,2017-02-04 15:00:00,27,184,2 : 0,2 : 1,6.955,398,520,6,7,3,3,0,14,12,27,60.4,6.61285714285714,204,338,3,7,1,6,0,24,10,22,39.6,2,0,2,1,1.0
0,1080690,2017-02-04 15:00:00,18,29,1 : 2,1 : 3,6.54076923076923,388,474,3,7,11,3,0,16,12,29,55.2,7.02214285714286,296,390,1,4,1,2,0,13,15,15,44.8,1,2,1,3,2.0
0,1080678,2017-02-04 15:00:00,214,26,1 : 0,2 : 0,7.20785714285714,159,255,0,4,3,1,0,12,9,14,27.8,6.33428571428571,526,636,11,5,6,15,0,13,12,38,72.2,1,0,2,0,1.0
0,1080674,2017-02-04 15:00:00,31,183,3 : 0,6 : 3,7.48857142857143,391,477,3,10,2,4,0,22,14,15,45.7,6.46571428571429,477,555,2,8,8,8,0,21,4,21,54.3,3,0,6,3,1.0
0,1080670,2017-02-04 15:00:00,162,16,0 : 4,0 : 4,6.135,413,502,4,9,8,7,0,13,9,34,65.7,7.65142857142857,198,278,0,7,3,1,0,18,8,19,34.3,0,4,0,4,2.0
0,1080702,2017-02-04 15:00:00,175,96,1 : 0,1 : 0,7.13785714285714,222,316,4,4,7,5,0,16,6,14,37.7,6.51285714285714,423,523,5,2,5,6,0,17,13,26,62.3,1,0,1,0,1.0
0,1080694,2017-02-04 17:30:00,30,21,0 : 0,1 : 0,6.91,494,583,6,5,6,11,0,20,8,36,65.2,6.73214285714286,216,315,3,0,5,2,0,31,11,17,34.8,0,0,1,0,1.0
0,1080686,2017-02-05 13:30:00,167,259,1 : 0,2 : 1,6.97142857142857,624,704,7,5,5,10,0,17,9,15,68.8,6.55642857142857,216,323,0,2,2,3,0,25,13,19,31.2,1,0,2,1,1.0
0,1080682,2017-02-05 16:00:00,14,32,0 : 2,0 : 3,6.33307692307692,192,292,4,1,6,10,0,14,12,20,32.4,7.65642857142857,542,644,3,9,4,3,0,17,13,31,67.6,0,2,0,3,2.0
0,1080706,2017-02-11 12:30:00,13,214,1 : 0,2 : 0,7.17142857142857,389,483,2,7,8,3,0,21,12,19,49.1,6.455,385,479,0,4,5,8,0,15,9,17,50.9,1,0,2,0,1.0
0,1080734,2017-02-11 15:00:00,16,18,0 : 2,0 : 4,6.06857142857143,348,448,4,1,1,6,0,15,12,32,46.2,7.64384615384615,437,524,3,8,4,2,0,23,15,13,53.8,0,2,0,4,2.0
0,1080722,2017-02-11 15:00:00,32,27,1 : 0,2 : 0,7.52071428571429,496,587,4,11,7,5,0,28,10,15,57.9,6.50214285714286,327,426,1,3,5,1,0,17,12,12,42.1,1,0,2,0,1.0
0,1080726,2017-02-11 15:00:00,21,31,0 : 0,0 : 0,6.97428571428571,344,470,2,3,4,5,0,26,14,22,45.9,6.86857142857143,455,562,1,3,3,2,0,24,9,23,54.1,0,0,0,0,0.0
0,1080730,2017-02-11 15:00:00,96,162,0 : 0,1 : 0,7.05857142857143,339,451,1,4,2,5,0,24,10,33,57.5,6.48142857142857,227,327,1,1,4,5,0,19,14,34,42.5,0,0,1,0,1.0
0,1080741,2017-02-11 15:00:00,29,175,0 : 1,2 : 2,6.64214285714286,445,532,8,4,4,7,0,12,7,20,65.2,6.81357142857143,183,282,2,3,3,5,0,18,14,19,34.8,0,1,2,2,0.0
0,1080718,2017-02-11 17:30:00,26,30,2 : 0,2 : 0,7.02857142857143,299,425,4,9,4,10,0,17,14,34,50.9,6.42285714285714,297,421,1,2,4,3,0,20,14,28,49.1,2,0,2,0,1.0
